"","idPlayerNBA","namePlayer","yearSeason","yearSeasonFirst","yearsPlayed","maxYrsPlayed","groupPosition","AllNBA10yr","agePlayer","slugTeamBREF","countGames","minutes","ratioPER","pctTrueShooting","pct3PRate","pctFTRate","pctORB","pctDRB","pctTRB","pctAST","pctSTL","pctBLK","pctTOV","pctUSG","ratioOWS","ratioDWS","ratioWS","ratioWSPer48","ratioOBPM","ratioDBPM","ratioBPM","ratioVORP","countTeamsPlayerSeason","countGamesStarted","pctFG","pctFG3","pctFG2","pctEFG","pctFT","minutesTotals","fgmTotals","fgaTotals","fg3mTotals","fg3aTotals","fg2mTotals","fg2aTotals","ftmTotals","ftaTotals","orbTotals","drbTotals","trbTotals","astTotals","stlTotals","blkTotals","tovTotals","pfTotals","ptsTotals","countTeamsPlayerSeasonTotals","minpergame"
"71",77449,"Moses Malone",1977,1977,0,18,"C",1,21,"TOT",82,2506,19.8,0.54,0,0.543,0.198,0.267,0.234,0.048,0.013,0.039,0,0,5.4,3.3,8.7,0.167,2.2,0.6,2.7,3,1,0,0.48,0,0.48,0.48,0.693,2506,389,810,0,0,389,810,305,440,437,635,1072,89,67,181,0,275,1083,1,30.5609756097561
"72",940,"Earl Cureton",1981,1981,0,16,"C",0,23,"PHI",52,528,13.8,0.47,0.005,0.312,0.114,0.2,0.16,0.064,0.018,0.024,0.111,0.2,0.1,1.1,1.2,0.109,-2.7,0.7,-2,0,1,0,0.454,0,0.456,0.454,0.516,528,93,205,0,1,93,204,33,64,51,104,155,25,20,23,29,68,219,1,10.1538461538462
"73",200768,"Kyle Lowry",2007,2007,0,11,"G",1,20,"MEM",10,175,18.3,0.556,0.211,0.737,0.082,0.13,0.106,0.273,0.041,0.4,0.193,0.161,0.4,0.2,0.5,0.148,2.3,1,3.3,0.2,1,0,0.368,0.375,0.367,0.408,0.893,175,14,38,3,8,11,30,25,28,12,19,31,32,14,1,12,20,56,1,17.5
"74",445,"Wesley Person",1995,1995,0,10,"G",0,23,"PHO",78,1800,14.2,0.596,0.417,0.158,0.043,0.086,0.064,0.086,0.013,0.01,0.104,0.183,3,0.8,3.8,0.101,1.8,-1.7,0.1,1,1,56,0.484,0.436,0.519,0.575,0.792,1800,309,638,116,266,193,372,80,101,67,134,201,105,48,24,79,149,814,1,23.0769230769231
"75",369,"Charlie Ward",1995,1995,0,10,"G",0,24,"NYK",10,44,-2.1,0.342,0.526,0.526,0.028,0.129,0.08,0.137,0.024,0,0.255,0.327,-0.3,0.1,-0.2,-0.258,-11.4,-1.9,-13.3,-0.1,1,0,0.211,0.1,0.333,0.237,0.7,44,4,19,1,10,3,9,7,10,1,5,6,4,2,0,8,7,16,1,4.4
"76",98,"Nick Anderson",1990,1990,0,12,"G",0,22,"ORL",81,1785,14.9,0.536,0.023,0.351,0.061,0.127,0.093,0.105,0.018,0.01,0.137,0.221,1.2,0.7,1.8,0.049,-0.7,-1,-1.7,0.1,1,9,0.494,0.059,0.504,0.495,0.705,1785,372,753,1,17,371,736,186,264,107,209,316,124,69,34,138,140,931,1,22.037037037037
"77",600003,"Bob Cousy",1951,1951,0,19,"G",1,22,"BOS",69,0,0,0.415,0,0.321,0,0,0,0,0,0,0,0,2.2,1.8,3.9,0,0,0,0,0,1,0,0.352,0,0.352,0.352,0.756,0,401,1138,0,0,401,1138,276,365,0,0,474,341,0,0,0,185,1078,1,0
"78",600013,"Rick Barry",1966,1966,0,14,"F",1,21,"SFW",80,2990,20,0.518,0,0.389,0,0,0,0.086,0,0,0,0,7.2,3.2,10.4,0.167,0,0,0,0,1,0,0.439,0,0.439,0.439,0.862,2990,745,1698,0,0,745,1698,569,660,0,0,850,173,0,0,0,297,2059,1,37.375
"79",76353,"Joe Barry Carroll",1981,1981,0,10,"C",0,22,"GSW",82,2919,16.4,0.534,0.002,0.351,0.103,0.187,0.144,0.058,0.8,0.023,0.144,0.23,3.7,2,5.7,0.094,-0.1,-0.8,-0.9,0.8,1,0,0.491,0,0.492,0.491,0.716,2919,616,1254,0,2,616,1252,315,440,274,485,759,117,50,121,243,313,1547,1,35.5975609756098
"80",201162,"Jared Dudley",2008,2008,0,10,"F",0,22,"CHA",73,1384,13.6,0.528,0.118,0.339,0.1,0.138,0.119,0.093,0.021,0.5,0.111,0.149,1.8,1.1,2.9,0.1,-0.5,0.2,-0.3,0.6,1,14,0.468,0.22,0.502,0.481,0.737,1384,163,348,9,41,154,307,87,118,121,165,286,81,55,10,50,128,422,1,18.958904109589
"81",979,"Jermaine O'Neal",1997,1997,0,17,"F",1,18,"POR",45,458,13.7,0.494,0.007,0.51,0.104,0.214,0.16,0.029,0.2,0.044,0.126,0.211,0.1,0.7,0.8,0.087,-5.2,-1.1,-6.3,-0.5,1,0,0.451,0,0.454,0.451,0.603,458,69,153,0,1,69,152,47,78,39,85,124,8,2,26,27,46,185,1,10.1777777777778
"82",76070,"Al Attles",1961,1961,0,10,"G",0,24,"PHW",77,1544,8.8,0.44,0,0.298,0,0,0,0,0,0,0,0,0.4,1.5,1.9,0.058,0,0,0,0,1,0,0.409,0,0.409,0.409,0.599,1544,222,543,0,0,222,543,97,162,0,0,214,174,0,0,0,235,541,1,20.0519480519481
"83",104,"Benoit Benjamin",1986,1986,0,14,"C",0,21,"LAC",79,2088,16.1,0.551,0.005,0.464,0.084,0.236,0.159,0.054,0.014,0.053,0.154,0.181,1.7,2.3,4,0.093,-2,1.7,-0.3,0.9,1,37,0.49,0.333,0.491,0.491,0.746,2088,324,661,1,3,323,658,229,307,161,439,600,79,64,206,145,286,878,1,26.4303797468354
"84",77819,"Jim Paxson",1980,1980,0,10,"G",1,22,"POR",72,1270,9.1,0.443,0.048,0.196,0.021,0.074,0.047,0.159,0.018,0.2,0.157,0.191,-0.8,1.1,0.3,0.011,-3.6,-1.5,-5.2,-1,1,0,0.411,0.045,0.429,0.412,0.711,1270,189,460,1,22,188,438,64,90,25,84,109,144,48,5,93,97,443,1,17.6388888888889
"85",134,"Kevin Johnson",1988,1988,0,12,"G",1,21,"TOT",80,1917,15.5,0.531,0.04,0.354,0.021,0.092,0.057,0.314,0.026,0.7,0.175,0.182,2.2,1.9,4,0.101,-0.2,-0.5,-0.7,0.6,1,28,0.461,0.208,0.472,0.466,0.839,1917,275,596,5,24,270,572,177,211,36,155,191,437,103,24,146,155,732,1,23.9625
"86",2,"Byron Scott",1984,1984,0,13,"G",0,22,"LAL",74,1637,13.4,0.525,0.049,0.201,0.037,0.073,0.057,0.14,0.023,0.6,0.134,0.213,1.1,1.5,2.7,0.079,-0.8,-0.8,-1.5,0.2,1,49,0.484,0.235,0.497,0.49,0.806,1637,334,690,8,34,326,656,112,139,50,114,164,177,81,19,116,174,788,1,22.1216216216216
"87",389,"Toni Kukoc",1994,1994,0,12,"F",0,25,"CHI",75,1808,15.4,0.497,0.163,0.289,0.063,0.129,0.096,0.215,0.023,0.013,0.169,0.241,0.5,2.7,3.2,0.086,-0.5,0.8,0.4,1.1,1,8,0.431,0.271,0.462,0.453,0.743,1808,313,726,32,118,281,608,156,210,98,199,297,252,81,33,167,122,814,1,24.1066666666667
"88",458,"Howard Eisley",1995,1995,0,11,"G",0,22,"TOT",49,552,6.1,0.43,0.303,0.328,0.027,0.078,0.053,0.264,0.017,0.8,0.264,0.156,-0.7,0.2,-0.5,-0.044,-4.9,-2.1,-7,-0.7,1,4,0.328,0.243,0.365,0.365,0.775,552,40,122,9,37,31,85,31,40,12,36,48,95,18,6,50,81,120,1,11.265306122449
"89",939,"Pete Myers",1987,1987,0,11,"G",0,23,"CHI",29,155,14,0.465,0.115,0.827,0.057,0.067,0.062,0.186,0.045,0.8,0.124,0.22,0.1,0.2,0.3,0.092,-1.1,0.2,-1,0,1,0,0.365,0,0.413,0.365,0.651,155,19,52,0,6,19,46,28,43,8,9,17,21,14,2,10,25,66,1,5.3448275862069
"90",1733,"Al Harrington",1999,1999,0,15,"F",0,18,"IND",21,160,6.4,0.359,0.089,0.268,0.151,0.138,0.145,0.052,0.014,0.9,0.149,0.22,-0.3,0.1,-0.2,-0.049,-4.3,-2,-6.3,-0.2,1,0,0.321,0,0.353,0.321,0.6,160,18,56,0,5,18,51,9,15,20,19,39,5,4,2,11,26,45,1,7.61904761904762
"91",1006,"Herb Williams",1982,1982,0,17,"C",0,23,"IND",82,2277,16.1,0.503,0.008,0.22,0.082,0.209,0.144,0.092,0.011,0.045,0.128,0.197,0.8,3.8,4.6,0.097,-1.9,2.6,0.8,1.6,1,75,0.477,0.286,0.478,0.478,0.67,2277,407,854,2,7,405,847,126,188,175,430,605,139,53,178,137,200,942,1,27.7682926829268
"92",239,"Darrick Martin",1995,1995,0,13,"G",0,23,"MIN",34,803,10.3,0.485,0.163,0.279,0.022,0.076,0.049,0.282,0.022,0,0.192,0.184,-0.2,0.3,0.1,0.004,-2.6,-2.4,-4.9,-0.6,1,9,0.408,0.184,0.451,0.423,0.877,803,95,233,7,38,88,195,57,65,14,50,64,133,34,0,62,88,254,1,23.6176470588235
"93",77876,"Kevin Porter",1973,1973,0,10,"G",0,22,"BAL",71,1217,12.4,0.476,0,0.224,0,0,0.028,0.257,0,0,0,0,0.7,1.6,2.3,0.089,0,0,0,0,1,0,0.455,0,0.455,0.455,0.614,1217,205,451,0,0,205,451,62,101,0,0,72,237,0,0,0,206,472,1,17.1408450704225
"94",76379,"Don Chaney",1969,1969,0,11,"G",0,22,"BOS",20,209,6.3,0.328,0,0.177,0,0,0,0.124,0,0,0,0,-0.9,0.4,-0.5,-0.107,0,0,0,0,1,0,0.319,0,0.319,0.319,0.4,209,36,113,0,0,36,113,8,20,0,0,46,19,0,0,0,32,80,1,10.45
"95",67,"Tom Hammonds",1990,1990,0,11,"F",0,22,"WSB",61,805,10.5,0.475,0.003,0.332,0.081,0.145,0.113,0.085,0.7,0.01,0.12,0.195,0,0.5,0.5,0.031,-3.3,-1.8,-5.2,-0.6,1,8,0.437,0,0.439,0.437,0.643,805,129,295,0,1,129,294,63,98,61,107,168,51,11,14,46,98,321,1,13.1967213114754
"96",76726,"Sleepy Floyd",1983,1983,0,12,"G",0,22,"TOT",76,1248,13.8,0.505,0.047,0.342,0.048,0.073,0.06,0.153,0.021,0.8,0.149,0.224,1,1.1,2.2,0.083,-0.9,-1.3,-2.2,-0.1,1,17,0.429,0.4,0.43,0.438,0.833,1248,226,527,10,25,216,502,150,180,56,81,137,138,58,17,106,134,612,1,16.4210526315789
"97",57,"Doug Christie",1993,1993,0,14,"G",0,22,"LAL",23,332,12.4,0.526,0.113,0.623,0.082,0.094,0.088,0.228,0.033,0.9,0.27,0.238,-0.3,0.4,0.1,0.012,-2.1,0.4,-1.7,0,1,0,0.425,0.167,0.457,0.434,0.758,332,45,106,2,12,43,94,50,66,24,27,51,53,22,5,50,53,142,1,14.4347826086957
"98",1499,"Tony Battie",1998,1998,0,14,"F",0,21,"DEN",65,1506,13.3,0.477,0.027,0.198,0.105,0.172,0.137,0.076,0.019,0.034,0.147,0.202,-0.3,0.8,0.5,0.015,-3,-0.4,-3.3,-0.5,1,49,0.446,0.214,0.452,0.449,0.702,1506,234,525,3,14,231,511,73,104,138,213,351,60,54,69,98,199,544,1,23.1692307692308
"99",244,"Dee Brown",1991,1991,0,11,"G",0,22,"BOS",82,1945,13.2,0.523,0.056,0.257,0.025,0.074,0.052,0.225,0.021,0.4,0.167,0.177,1.8,1.8,3.5,0.087,-0.6,-0.7,-1.3,0.3,1,5,0.464,0.206,0.479,0.47,0.873,1945,284,612,7,34,277,578,137,157,41,141,182,344,83,14,137,161,712,1,23.719512195122
"100",467,"Jason Kidd",1995,1995,0,18,"G",1,21,"DAL",79,2668,15.1,0.471,0.3,0.321,0.058,0.119,0.087,0.332,0.029,0.6,0.204,0.19,1.1,2.6,3.7,0.066,0.8,0.9,1.7,2.5,1,79,0.385,0.272,0.433,0.426,0.698,2668,330,857,70,257,260,600,192,275,152,278,430,607,151,24,250,146,922,1,33.7721518987342
"101",271,"Johnny Newman",1987,1987,0,15,"F",0,23,"CLE",59,630,9.8,0.475,0.08,0.276,0.062,0.058,0.06,0.064,0.015,0.6,0.13,0.225,-0.2,0.5,0.3,0.024,-3.7,-2.5,-6.2,-0.7,1,0,0.411,0.045,0.443,0.413,0.868,630,113,275,1,22,112,253,66,76,36,34,70,27,20,7,46,67,293,1,10.6779661016949
"102",124,"Vlade Divac",1990,1990,0,15,"C",0,21,"LAL",82,1611,17.5,0.544,0.009,0.393,0.123,0.237,0.182,0.067,0.024,0.042,0.146,0.2,1.7,3.2,5,0.148,-1,2.5,1.5,1.4,1,5,0.499,0,0.504,0.499,0.708,1611,274,549,0,5,274,544,153,216,167,345,512,75,79,114,110,240,701,1,19.6463414634146
"103",77669,"Calvin Murphy",1971,1971,0,12,"G",0,22,"SDR",82,2020,19.4,0.532,0,0.422,0,0,0.053,0.245,0,0,0,0,4.9,3.1,8,0.191,0,0,0,0,1,0,0.458,0,0.458,0.458,0.82,2020,471,1029,0,0,471,1029,356,434,0,0,245,329,0,0,0,263,1298,1,24.6341463414634
"104",280,"Felton Spencer",1991,1991,0,11,"C",0,23,"MIN",81,2099,13.8,0.581,0.003,0.661,0.141,0.218,0.177,0.016,0.012,0.037,0.135,0.117,3.5,2.1,5.6,0.128,-1.6,0.1,-1.4,0.3,1,46,0.512,0,0.513,0.512,0.722,2099,195,381,0,1,195,380,182,252,272,369,641,25,48,121,77,337,572,1,25.9135802469136
"105",76981,"Spencer Haywood",1971,1971,0,12,"F",1,21,"SEA",33,1162,18,0.504,0,0.377,0,0,0.156,0.059,0,0,0,0,1.5,0.7,2.2,0.091,0,0,0,0,1,0,0.449,0,0.449,0.449,0.734,1162,260,579,0,0,260,579,160,218,0,0,396,48,0,0,0,84,680,1,35.2121212121212
"106",200765,"Rajon Rondo",2007,2007,0,11,"G",1,20,"BOS",78,1831,13.1,0.472,0.064,0.409,0.047,0.146,0.095,0.263,0.036,0.3,0.205,0.165,-0.1,2.6,2.4,0.064,-1.5,2,0.4,1.1,1,25,0.418,0.207,0.432,0.424,0.647,1831,188,450,6,29,182,421,119,184,74,218,292,297,128,8,137,181,501,1,23.474358974359
"107",1717,"Dirk Nowitzki",1999,1999,0,19,"F",1,20,"DAL",47,958,12.8,0.491,0.202,0.381,0.048,0.143,0.095,0.084,0.016,0.02,0.157,0.223,0.1,0.7,0.8,0.04,-2,-0.9,-2.9,-0.2,1,24,0.405,0.206,0.455,0.426,0.773,958,136,336,14,68,122,268,99,128,41,121,162,47,29,27,73,105,385,1,20.3829787234043
"108",77198,"Wali Jones",1965,1965,0,11,"G",0,22,"BAL",77,1250,9.6,0.432,0,0.331,0,0,0,0.211,0,0,0,0,0,0.3,0.3,0.01,0,0,0,0,1,0,0.375,0,0.375,0.375,0.728,1250,154,411,0,0,154,411,99,136,0,0,140,200,0,0,0,196,407,1,16.2337662337662
"109",404,"Kevin Duckworth",1987,1987,0,10,"C",0,22,"TOT",65,875,9.1,0.53,0.004,0.491,0.098,0.185,0.142,0.043,0.011,0.013,0.19,0.185,-0.1,0.9,0.8,0.045,-3.9,-1.3,-5.1,-0.7,1,1,0.476,0,0.478,0.476,0.687,875,130,273,0,1,130,272,92,134,76,147,223,29,21,21,78,192,352,1,13.4615384615385
"110",2365,"Chris Andersen",2002,2002,0,15,"C",0,23,"DEN",24,262,13.8,0.417,0.054,0.378,0.158,0.174,0.165,0.042,0.014,0.079,0.131,0.17,0,0.3,0.3,0.058,-4.1,2.2,-1.9,0,1,1,0.338,0,0.357,0.338,0.786,262,25,74,0,4,25,70,22,28,38,38,76,7,7,28,13,35,72,1,10.9166666666667
"111",397,"Reggie Miller",1988,1988,0,17,"G",1,22,"IND",82,1840,14,0.58,0.274,0.297,0.057,0.056,0.057,0.102,0.014,0.6,0.125,0.186,2.9,1.3,4.2,0.11,1.6,-1.1,0.6,1.2,1,1,0.488,0.355,0.538,0.537,0.801,1840,306,627,61,172,245,455,149,186,95,95,190,132,53,19,101,157,822,1,22.4390243902439
"112",208,"Sam Cassell",1994,1994,0,14,"G",1,24,"HOU",66,1122,13.1,0.506,0.227,0.276,0.026,0.102,0.066,0.258,0.027,0.4,0.178,0.209,0.4,1.8,2.2,0.093,-1.5,0.2,-1.3,0.2,1,6,0.418,0.295,0.453,0.451,0.841,1122,162,388,26,88,136,300,90,107,25,109,134,192,59,7,94,136,440,1,17
"113",912,"Rafael Addison",1987,1987,0,10,"F",0,22,"PHO",62,711,11.9,0.5,0.151,0.193,0.066,0.101,0.084,0.091,0.018,0.6,0.131,0.236,-0.1,0.5,0.4,0.024,-2.1,-2.4,-4.4,-0.4,1,12,0.441,0.32,0.463,0.465,0.797,711,146,331,16,50,130,281,51,64,41,65,106,45,27,7,54,75,359,1,11.4677419354839
"114",78435,"Chet Walker",1963,1963,0,12,"F",0,22,"SYR",78,1992,14.8,0.526,0,0.482,0,0,0,0,0,0,0,0,3.3,2,5.3,0.129,0,0,0,0,1,0,0.469,0,0.469,0.469,0.699,1992,352,751,0,0,352,751,253,362,0,0,561,83,0,0,0,220,957,1,25.5384615384615
"115",1683,"Larry Robinson",1991,1991,0,11,"G",0,23,"TOT",36,425,7.6,0.429,0.007,0.18,0.075,0.057,0.066,0.114,0.018,0.1,0.143,0.182,-0.4,0.2,-0.1,-0.016,-3.7,-1.6,-5.3,-0.4,1,10,0.413,0,0.416,0.413,0.556,425,62,150,0,1,62,149,15,27,29,22,51,35,16,1,27,49,139,1,11.8055555555556
"116",77487,"Cedric Maxwell",1978,1978,0,10,"F",0,22,"BOS",72,1213,17.8,0.62,0,0.791,0.118,0.197,0.159,0.076,0.02,0.02,0.223,0.175,2.4,1.8,4.2,0.166,0.3,1.3,1.6,1.1,1,0,0.538,0,0.538,0.538,0.752,1213,170,316,0,0,170,316,188,250,138,241,379,68,53,48,122,151,528,1,16.8472222222222
"117",948,"Marcus Camby",1997,1997,0,16,"C",0,22,"TOR",63,1897,17.8,0.523,0.018,0.339,0.079,0.167,0.122,0.096,0.018,0.055,0.13,0.243,1.4,2.3,3.7,0.095,-1.8,1.5,-0.3,0.8,1,38,0.482,0.143,0.488,0.483,0.693,1897,375,778,2,14,373,764,183,264,131,263,394,97,66,130,134,214,935,1,30.1111111111111
"118",76054,"Nate Archibald",1971,1971,0,13,"G",0,22,"CIN",82,2867,14,0.507,0,0.405,0,0,0.038,0.199,0,0,0,0,3.4,1.7,5.1,0.085,0,0,0,0,1,0,0.444,0,0.444,0.444,0.757,2867,486,1095,0,0,486,1095,336,444,0,0,242,450,0,0,0,218,1308,1,34.9634146341463
"119",2557,"Luke Ridnour",2004,2004,0,11,"G",0,22,"SEA",69,1114,13.1,0.496,0.229,0.226,0.037,0.077,0.057,0.239,0.025,0.5,0.172,0.193,0.9,0.2,1.2,0.051,-0.5,-1.8,-2.3,-0.1,1,6,0.414,0.338,0.437,0.453,0.823,1114,145,350,27,80,118,270,65,79,35,73,108,163,52,7,80,105,382,1,16.1449275362319
"120",2048,"Jamaal Magloire",2001,2001,0,11,"C",0,22,"CHH",74,1095,13.4,0.506,0.007,0.535,0.108,0.199,0.154,0.042,0.9,0.052,0.154,0.167,0.6,2,2.6,0.114,-4.2,1.4,-2.8,-0.2,1,0,0.45,0,0.454,0.45,0.655,1095,122,271,0,2,122,269,95,145,103,192,295,27,18,78,61,139,339,1,14.7972972972973
"121",76385,"Maurice Cheeks",1979,1979,0,14,"G",0,22,"PHI",82,2409,12.6,0.541,0,0.245,0.028,0.079,0.055,0.228,0.032,0.3,0.233,0.134,1.3,3.6,4.9,0.097,-0.8,1.5,0.7,1.6,1,0,0.51,0,0.51,0.51,0.721,2409,292,572,0,0,292,572,101,140,63,191,254,431,174,12,193,198,685,1,29.3780487804878
"122",101112,"Channing Frye",2006,2006,0,12,"C",0,22,"NYK",65,1572,18.1,0.541,0.014,0.358,0.106,0.185,0.145,0.066,0.01,0.025,0.116,0.242,2.6,0.9,3.5,0.108,-0.2,-1.4,-1.6,0.2,1,14,0.477,0.333,0.479,0.479,0.825,1572,305,640,3,9,302,631,189,229,138,236,374,53,30,47,97,200,802,1,24.1846153846154
"123",77263,"Albert King",1982,1982,0,10,"F",0,22,"NJN",76,1694,13.5,0.517,0.016,0.211,0.069,0.14,0.104,0.128,0.018,0.012,0.169,0.251,-0.2,2.6,2.4,0.067,-1.8,0.4,-1.4,0.3,1,52,0.482,0.231,0.486,0.483,0.778,1694,391,812,3,13,388,799,133,171,105,207,312,142,64,36,180,261,918,1,22.2894736842105
"124",932,"Oliver Miller",1993,1993,0,11,"C",0,22,"PHO",56,1069,12.7,0.523,0.012,0.392,0.075,0.209,0.143,0.143,0.017,0.056,0.265,0.157,-0.4,1.9,1.6,0.07,-3.2,4.5,1.3,0.9,1,1,0.475,0,0.48,0.475,0.71,1069,121,255,0,3,121,252,71,100,70,205,275,118,38,100,108,145,313,1,19.0892857142857
"125",201163,"Wilson Chandler",2008,2008,0,10,"F",0,20,"NYK",35,685,11.7,0.48,0.124,0.223,0.061,0.153,0.106,0.081,0.011,0.018,0.092,0.192,0.2,0.4,0.5,0.038,-2.6,-0.9,-3.5,-0.3,1,16,0.438,0.3,0.458,0.457,0.63,685,106,242,9,30,97,212,34,54,38,89,127,33,15,16,27,83,255,1,19.5714285714286
"126",76003,"Kareem Abdul-Jabbar",1970,1970,0,19,"C",1,22,"MIL",82,3534,22.5,0.552,0,0.41,0,0,0,0.131,0,0,0,0,9.3,4.5,13.8,0.187,0,0,0,0,1,0,0.518,0,0.518,0.518,0.653,3534,938,1810,0,0,938,1810,485,743,0,0,1190,337,0,0,0,283,2361,1,43.0975609756098
"127",78615,"Orlando Woolridge",1982,1982,0,12,"F",0,22,"CHI",75,1188,13.4,0.565,0.008,0.523,0.082,0.133,0.108,0.101,0.9,0.011,0.181,0.209,1,0.8,1.8,0.073,-1.2,-1.5,-2.7,-0.2,1,12,0.513,0,0.517,0.513,0.699,1188,202,394,0,3,202,391,144,206,82,145,227,81,23,24,107,152,548,1,15.84
"128",78467,"Kermit Washington",1974,1974,0,14,"F",0,22,"LAL",45,400,15.6,0.498,0,0.325,0.148,0.187,0.168,0.067,0.023,0.021,0,0,0.2,0.7,0.8,0.099,-1.3,-0.3,-1.6,0,1,0,0.483,0,0.483,0.483,0.531,400,73,151,0,0,73,151,26,49,62,85,147,19,21,18,0,77,172,1,8.88888888888889
"129",702,"Voshon Lenard",1996,1996,0,10,"G",0,22,"MIA",30,323,15.9,0.55,0.716,0.305,0.044,0.141,0.094,0.169,0.01,0.2,0.126,0.257,0.5,0.4,0.9,0.135,2.9,-2.4,0.5,0.2,1,0,0.376,0.356,0.425,0.504,0.791,323,53,141,36,101,17,40,34,43,12,40,52,31,6,1,23,31,176,1,10.7666666666667
"130",371,"Terry Mills",1991,1991,0,10,"F",0,23,"TOT",55,819,13.6,0.497,0.014,0.229,0.095,0.193,0.141,0.055,0.019,0.02,0.119,0.168,0.4,0.9,1.3,0.078,-2.9,0,-2.9,-0.2,1,2,0.465,0,0.472,0.465,0.712,819,134,288,0,4,134,284,47,66,82,147,229,33,35,29,43,100,315,1,14.8909090909091
"131",78304,"Terry Teagle",1983,1983,0,10,"G",0,22,"HOU",73,1708,10.3,0.458,0.037,0.161,0.044,0.08,0.061,0.135,0.015,0.6,0.142,0.227,-1.4,0.6,-0.8,-0.022,-2.7,-1.8,-4.5,-1.1,1,44,0.428,0.345,0.431,0.434,0.696,1708,332,776,10,29,322,747,87,125,74,120,194,150,53,18,137,171,761,1,23.3972602739726
"132",157,"Derek Harper",1984,1984,0,15,"G",0,22,"DAL",82,1712,10.5,0.475,0.058,0.217,0.036,0.081,0.058,0.177,0.027,0.7,0.183,0.147,-0.3,1.5,1.3,0.035,-2.2,0.5,-1.7,0.1,1,1,0.443,0.115,0.464,0.447,0.673,1712,200,451,3,26,197,425,66,98,53,119,172,239,95,21,111,143,469,1,20.8780487804878
"133",2406,"Caron Butler",2003,2003,0,13,"F",0,22,"MIA",78,2858,15.1,0.502,0.104,0.363,0.053,0.109,0.08,0.141,0.026,0.9,0.138,0.229,1.6,3.6,5.1,0.086,0.1,1.6,1.7,2.7,1,78,0.416,0.318,0.427,0.432,0.824,2858,429,1032,34,107,395,925,309,375,135,262,397,213,137,31,192,230,1201,1,36.6410256410256
"134",1853,"Anthony Carter",2000,2000,0,12,"G",0,24,"MIA",79,1859,11,0.442,0.045,0.244,0.031,0.09,0.062,0.317,0.027,0.2,0.235,0.185,-1,2.4,1.4,0.036,-3.2,0.1,-3.1,-0.5,1,30,0.395,0.13,0.407,0.398,0.75,1859,201,509,3,23,198,486,93,124,48,151,199,378,93,5,173,167,498,1,23.5316455696203
"135",1472,"Tom Chambers",1982,1982,0,16,"F",1,22,"SDC",81,2682,15,0.553,0.002,0.434,0.091,0.16,0.125,0.079,0.01,0.01,0.149,0.224,2.9,0.4,3.3,0.059,0.3,-1.7,-1.4,0.4,1,58,0.525,0,0.526,0.525,0.62,2682,554,1056,0,2,554,1054,284,458,211,350,561,146,58,46,220,341,1392,1,33.1111111111111
"136",1114,"Jaren Jackson",1990,1990,0,12,"G",0,22,"NJN",28,160,10.8,0.428,0.043,0.304,0.1,0.057,0.08,0.126,0.039,0.4,0.187,0.242,-0.3,0.2,-0.1,-0.031,-3.7,-0.1,-3.8,-0.1,1,0,0.362,0,0.379,0.362,0.81,160,25,69,0,3,25,66,17,21,16,8,24,13,13,1,18,16,67,1,5.71428571428571
"137",201166,"Aaron Brooks",2008,2008,0,10,"G",0,23,"HOU",51,608,13.1,0.535,0.484,0.218,0.025,0.079,0.052,0.235,0.011,0.6,0.151,0.218,0.6,0.8,1.4,0.112,0,-1.8,-1.8,0,1,0,0.413,0.33,0.491,0.493,0.857,608,93,225,36,109,57,116,42,49,13,43,56,87,13,5,44,69,264,1,11.921568627451
"138",77533,"Jon McGlocklin",1966,1966,0,10,"G",0,22,"CIN",72,852,12.1,0.463,0,0.218,0,0,0,0.136,0,0,0,0,0.3,0.5,0.9,0.049,0,0,0,0,1,0,0.421,0,0.421,0.421,0.785,852,153,363,0,0,153,363,62,79,0,0,133,88,0,0,0,77,368,1,11.8333333333333
"139",95,"Mark Bryant",1989,1989,0,14,"F",0,23,"POR",56,803,9.1,0.505,0,0.279,0.085,0.159,0.121,0.053,0.012,0.5,0.129,0.153,0.4,0.7,1.1,0.063,-2.9,-1.2,-4.1,-0.4,1,32,0.486,0,0.486,0.486,0.58,803,120,247,0,0,120,247,40,69,65,114,179,33,20,7,41,144,280,1,14.3392857142857
"140",2756,"Sasha Vujacic",2005,2005,0,12,"G",0,20,"LAL",35,403,8.9,0.403,0.538,0.162,0.037,0.136,0.087,0.195,0.016,0.4,0.107,0.158,0,0.1,0.2,0.018,-1.9,-1.7,-3.6,-0.2,1,3,0.282,0.27,0.296,0.355,0.947,403,33,117,17,63,16,54,18,19,13,49,62,51,12,2,15,41,101,1,11.5142857142857
"141",78450,"Bill Walton",1975,1975,0,12,"C",1,22,"POR",35,1153,20,0.553,0,0.397,0.088,0.304,0.2,0.205,0.012,0.043,0,0,1.5,2.2,3.6,0.151,1.5,4.3,5.9,2.3,1,0,0.513,0,0.513,0.513,0.686,1153,177,345,0,0,177,345,94,137,92,349,441,167,29,94,0,115,448,1,32.9428571428571
"142",201156,"Nick Young",2008,2008,0,10,"G",0,22,"WAS",75,1158,11.6,0.527,0.209,0.259,0.023,0.096,0.058,0.096,0.016,0.5,0.15,0.249,-0.1,0.6,0.4,0.017,-2.5,-3.1,-5.6,-1.1,1,2,0.439,0.4,0.45,0.481,0.815,1158,210,478,40,100,170,378,101,124,23,92,115,63,35,7,94,130,561,1,15.44
